Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
4757,3517 101 2023 02 016 1,3517,2/16/2023,BANJIR,Kec. Ploso 1) Ds. Jatigedong a. Dsn. Gedang (+) b. Dsn. Lengkong (+) c. Dsn. Gotan (+) 2) Ds. Gedong Ombo (+) a. Dsn. Gedong (+) Kec. Kudu 1) Ds. Sidokaton,JOMBANG,JAWA TIMUR,Dokumentasi,"Hujan intensitas tinggi pada Kamis, 16 Februari 2023 di wilayah Kab. Jombang yang mengakibatkan sungai Marmoyo meluap dan menggenangi pemukiman warga di Ds. Jatigedong, Kec. Ploso pkl. 04.00 WIB - Kondisi cuaca saat ini : Berawan Kec. Ploso 1) Ds. Jatigedong a. Dsn. Gedang - Rumah tergenang 70 unit dengan ketinggian 5 cm b. Dsn. Lengkong - Jalan desa tergenang dengan ketinggian 10 cm c. Dsn. Gotan - Rumah tergenang 30 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 - 30 cm 2) Ds. Gedong Ombo a. Dsn. Gedong - Rumah tergenang 25 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 cm Kec. Kudu 1) Ds. Sidokaton a. Dsn Sidokaton - Rumah tergenang 25 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 15 - 20 cm #Update Jum'at Februari 2023 pukul 12.00 WIB : Perkembangan : - Hujan intensitas tinggi pada Kamis, 16 Februari 2023 di wilayah Kab. Jombang yang mengakibatkan sungai Marmoyo meluap dan menggenangi pemukiman warga di Ds. Jatigedong, Kec. Ploso pkl. 04.00 WIB Kondisi saat ini : - Kondisi cuaca saat ini : Berawan - Trend air Stabil - Air Sungai mencapai di bibir Sungai Marmoyo - Ada sangkar menyumbat dikolong jembatan sungai. Kec. Ploso 1) Ds. Jatigedong a. Dsn. Gedang - Rumah tergenang 30 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10-20 cm (~) b. Dsn. Lengkong - Jalan desa tergenang dengan ketinggian 10 cm (~) c. Dsn. Gotan - Rumah tergenang 70 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 - 30 cm (~) 2) Ds. Gedong Ombo a. Dsn. Gedong - Rumah tergenang 25 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 cm (~) Kec. Kudu 1) Ds. Sidokaton a. Dsn Sidokaton - Rumah tergenang 25 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 15 - 20 cm (~) Total dampak : - Rumah tergenang : 150 unit - Jalan desa tergenang #Update Jum'at 17 Februari 2023 pukul 18.00 WIB : Perkembangan : - Hujan intensitas tinggi pada Kamis, 16 Februari 2023 di wilayah Kab. Jombang yang mengakibatkan sungai Marmoyo meluap dan menggenangi pemukiman warga di Ds. Jatigedong, Kec. Ploso pkl. 04.00 WIB Kondisi saat ini : - Kondisi cuaca saat ini : Berawan - Trend air Stabil - Air Sungai mencapai di bibir Sungai Marmoyo - Ada sangkar menyumbat dikolong jembatan sungai. Kec. Ploso 1) Ds. Jatigedong a. Dsn. Gedang - Rumah tergenang 30 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 - 15 cm (-) b. Dsn. Lengkong - Jalan desa tergenang dengan ketinggian 5 cm (-) c. Dsn. Gotan - Rumah tergenang 70 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 5 - 15 cm (-) 2) Ds. Gedong Ombo a. Dsn. Gedong - Rumah tergenang 25 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 5 cm (-) Kec. Kudu 1) Ds. Sidokaton a. Dsn Sidokaton - Rumah tergenang 25 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 - 15 cm (-) #Update Jum'at 17 Februari 2023 pukul 23.00 WIB : Perkembangan : - Hujan intensitas tinggi pada Kamis, 16 Februari 2023 di wilayah Kab. Jombang yang mengakibatkan sungai Marmoyo meluap dan menggenangi pemukiman warga di Ds. Jatigedong, Kec. Ploso pkl. 04.00 WIB Kondisi saat ini : - Kondisi cuaca saat ini : Berawan - Trend air Stabil - Air Sungai mencapai di bibir Sungai Marmoyo - Ada sangkar menyumbat dikolong jembatan sungai. Dampak : Kec. Ploso 1) Ds. Jatigedong a. Dsn. Gedang - Rumah tergenang 30 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 - 20 cm (+) b. Dsn. Lengkong - Jalan desa tergenang dengan ketinggian 10 cm (+) c. Dsn. Gotan - Rumah tergenang 70 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 - 30 cm (+) 2) Ds. Gedong Ombo a. Dsn. Gedong - Rumah tergenang 25 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 10 cm (+) Kec. Kudu 1) Ds. Sidokaton a. Dsn Sidokaton - Rumah tergenang 25 unit dengan ketinggian 5 cm - Jalan desa tergenang dengan ketinggian 15 - 20 cm (+) #Update Sabtu, 18 Februari 2023 pukul 06.00 WIB : Perkembangan : - Hujan intensitas tinggi pada Kamis, 16 Februari 2023 di wilayah Kab. Jombang yang mengakibatkan sungai Marmoyo meluap dan menggenangi pemukiman warga di Ds. Jatigedong, Kec. Ploso pkl. 04.00 WIB Kondisi saat ini : - Kondisi cuaca saat ini : Berawan - Genangan Surut Total - Aktivitas warga kembali normal Dampak : Kec. Ploso 1) Ds. Jatigedong a. Dsn. Gedang Surut b. Dsn. Lengkong Surut c. Dsn. Gotan Surut 2) Ds. Gedong Ombo a. Dsn. Gedong Surut Kec. Kudu 1) Ds. Sidokaton a. Dsn Sidokaton Surut",,,,0,150,0
4758,3202 102 2023 02 016 1,3202,2/16/2023,TANAH LONGSOR,Kec. Ciemas Ds. Mekarsari Kec. Gunung Guruh Ds. Cibinong,SUKABUMI,JAWA BARAT,Dokumentasi,●Dipicu hujan dengan intensitas tinggi,,,,2,,1
4759,3575 101 2023 02 016 1,3575,2/16/2023,BANJIR,Kec. Gading Kel. Karang Asem,KOTA PASURUAN,JAWA TIMUR,Dokumentasi,●Dipicu hujan dengan intensitas tinggi,,,,0,60,0
4760,7305 105 2023 02 016 1,7305,2/16/2023,CUACA EKSTREM,Kec. Galesong Selatan Ds. Sawakong,TAKALAR,SULAWESI SELATAN,Dokumentasi,●Dipicu hujan disertai angin puting beliung,,,,4,,0
4761,7310 105 2023 02 016 1,7310,2/16/2023,CUACA EKSTREM,KEC Ma'rang DESA Tamangapa,PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,Dokumentasi,Intensitas hujan tinggi,,,,1,,0
4762,1601 101 2023 02 016 1,1601,2/16/2023,BANJIR,Kec. Baturaja Timur Kel. Baturaja Permai Kel. Sekarjaya Ds. Air Paoh,OGAN KOMERING ULU,SUMATERA SELATAN,Dokumentasi,●Hujan dengan intensitas sangat lebat yang mengakibatkan meluapnya anak sungai di wilayah Kelurahan Baturaja Permai dan Kelurahan Sekarjaya serta Desa Air Paoh,,,,0,44,0
4763,7308 105 2023 02 016 1,7308,2/16/2023,CUACA EKSTREM,KEC Ajangale KELURAHAN Pompanua,BONE,SULAWESI SELATAN,Dokumentasi,Cuaca Ekstrim,,,,1,,0
4764,1404 105 2023 02 016 1,1404,2/16/2023,CUACA EKSTREM,,INDRAGIRI HILIR,RIAU,Dokumentasi,,,,,14,,0
4765,7301 105 2023 02 016 1,7301,2/16/2023,CUACA EKSTREM,DESA Buki Timur DESA Buki,KEPULAUAN SELAYAR,SULAWESI SELATAN,Dokumentasi,Cuaca Ekstrim,,,,2,,0
4766,3403 102 2023 02 016 1,3403,2/16/2023,TANAH LONGSOR,KEC Gedangsari KEC Patuk KEC Playen KEC SEMIN DESA Ngalang DESA Terbah DESA Getas DESA Tegalrejo DESA Semin DUSUN Buyutan DUSUN Belang DUSUN Ngronggo DUSUN Cremo DUSUN Pucungmalang,GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,4,,0
4767,3323 102 2023 02 016 1,3323,2/16/2023,TANAH LONGSOR,,TEMANGGUNG,JAWA TENGAH,Dokumentasi,,,,,1,,0
4768,3310 102 2023 02 016 1,3310,2/16/2023,TANAH LONGSOR,,KLATEN,JAWA TENGAH,Dokumentasi,,,,,1,,0
4769,3310 101 2023 02 016 1,3310,2/16/2023,BANJIR,,KLATEN,JAWA TENGAH,Dokumentasi,,,,,0,,0
4770,3308 102 2023 02 016 1,3308,2/16/2023,TANAH LONGSOR,,MAGELANG,JAWA TENGAH,Dokumentasi,,,,,1,,0
4771,3308 102 2023 02 016 1,3308,2/16/2023,TANAH LONGSOR,,MAGELANG,JAWA TENGAH,Dokumentasi,,,,,1,,0
4772,3404 102 2023 02 016 1,3404,2/16/2023,TANAH LONGSOR,KEC Prambanan DESA Gayamharjo DESA Wukirharjo DUSUN Kalinongko Kidul DUSUN Dadap DUSUN Depok Watukangsi,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,0,,0
4773,7271 105 2023 02 015 1,7271,2/15/2023,CUACA EKSTREM,Kec. Palu Barat  Kel Balaroa,KOTA PALU,SULAWESI TENGAH,Dokumentasi,●Telah terjadi hujan deras disertai angin kencang,,,,15,,3
4774,3471 102 2023 02 015 1,3471,2/15/2023,TANAH LONGSOR,KEC Wirobrajan DESA Wirobrajan DUSUN Wirobrajan KEC Kotagede DESA Prenggan DUSUN Darakan Barat,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,4,,0
4775,3312 102 2023 02 015 1,3312,2/15/2023,TANAH LONGSOR,,WONOGIRI,JAWA TENGAH,Dokumentasi,,,,6,3,,0
4776,7309 105 2023 02 015 1,7309,2/15/2023,CUACA EKSTREM,KEC Bontoa DESA Pajukukang,MAROS,SULAWESI SELATAN,Dokumentasi,Hujan dengan intensitas sedang hingga lebat yang di sertai dengan adanya angin kencang,,,,1,,0
4777,7306 105 2023 02 015 1,7306,2/15/2023,CUACA EKSTREM,Kec. Bajeng Bara Ds. Tanabangka Ds. Bontomanai Kec. Bajeng Ds. Tangkebajeng Ds. Bone Kel. Kalebajeng,GOWA,SULAWESI SELATAN,Dokumentasi,●Dipicu hujan dengan intensitas tinggi disertai angin kencang,,,,81,,0
4778,1807 105 2023 02 015 1,1807,2/15/2023,CUACA EKSTREM,Desa Rajabasalama Induk Kecamatan Labuhan Ratu,LAMPUNG TIMUR,LAMPUNG,Dokumentasi,Angin yang cukup kencang sehingga merobohkan rumah masyarakat,,,,1,,0
4779,3404 105 2023 02 015 1,3404,2/15/2023,CUACA EKSTREM,KEC Cangkringan KEC Berbah DESA Glagaharjo DESA Sendangtirto DUSUN Kalitengah kidul DUSUN Blendangan DUSUN Sribit,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,2,,0
4780,7310 105 2023 02 015 1,7310,2/15/2023,CUACA EKSTREM,KEC Minasatene KELURAHAN Biraeng KEC Bungoro DESA Tabo - Tabo,PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,Dokumentasi,Intensitas Hujan Tinggi,,,,2,,0
4781,3514 105 2023 02 015 1,3514,2/15/2023,CUACA EKSTREM,"1. Dsn. Kembangkuning RT 04 RW 02, Ds. Sengonagung, Kec. Purwosari 2. Dsn. Pandan RT 01 RW 01, Ds. Sekarmojo, Kec. Purwosari",PASURUAN,JAWA TIMUR,Dokumentasi,"Pada Hari Rabu, Tgl 15 Februari 2023 Pkl. 11.30 WIB telah terjadi hujan lebat disertai angin kencang di Wilayah Kabupaten Pasuruan mengakibatkan beberapa rumah mengalami kerusakan.",,,,19,,0
4782,1404 105 2023 02 015 1,1404,2/15/2023,CUACA EKSTREM,Kec. Kemuning Ds. Batu Hampar,INDRAGIRI HILIR,RIAU,Dokumentasi,●Angin bertiup cukup kencang di sertai hujan.,,,,18,,1
4783,3515 105 2023 02 015 1,3515,2/15/2023,CUACA EKSTREM,"Kecamatan Sidoarjo : 1. Kel. Sekardangan, Kec. Sidoarjo 2. Ds. Bluru Kidul, Kec. Sidoarjo 3. Kel. Bulusidokare, Kec. Sidoarjo 4. Kel. Pucang Anom, Kec. Sidoarjo",SIDOARJO,JAWA TIMUR,Dokumentasi,"Pada Hari Rabu, Tgl 15 Februari 2023 Pkl. 14.40 WIB telah terjadi hujan lebat disertai angin kencang di Wilayah Kabupaten Sidoarjo mengakibatkan rumah warga mengalami kerusakan Update Hari Rabu, Tgl 15 Februari 2023, Pkl. 23.00 WIB: Dampak: 1. Kel. Sekardangan, Kec. Sidoarjo - RT.01 RW.01 = 1 rumah rusak sedang - RT.02 RW.01 = 1 rumah rusak ringan 2. Ds. Bluru Kidul, Kec. Sidoarjo - RT.01 RW.14 = 1 rumah rusak ringan - RT.03 RW.11 = 1 rumah rusak ringan - RT.04 RW.09 = 4 rumah rusak ringan 3. Kel. Bulusidokare, Kec. Sidoarjo - RT.20 RW.04 = 4 rumah rusak ringan 4. Kel. Pucang Anom, Kec. Sidoarjo - RT.27 RW.04 = 1 rumah rusak ringan - RT.09 RW.02 = 1 rumah rusak ringan - RT.06 RW.01 = 1 rumah rusak ringan",,,,15,,0
4784,6304 105 2023 02 015 1,6304,2/15/2023,CUACA EKSTREM,Desa Anjir Serapat Baru 1 RT.002 Kec. Anjir Muara Desa Puntik Tengah RT.004 Kecamatan Mandastana,BARITO KUALA,KALIMANTAN SELATAN,Dokumentasi,,,,,2,,0
4785,3403 102 2023 02 015 1,3403,2/15/2023,TANAH LONGSOR,KEC GEDANGSARI KEC NGLIPAR KEC PATUK KEC PONJONG KEC RONGKOP KEC SEMIN KEC WONOSARI,GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,17,,1
4786,3403 101 2023 02 015 1,3403,2/15/2023,BANJIR,KEC Girisubo DESA Nglindur DUSUN Nglindur kulon KEC Wonosari DESA Mulo DUSUN Karangasem,GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,0,15,0
4787,3310 105 2023 02 015 1,3310,2/15/2023,CUACA EKSTREM,Kec Bayat  Desa Paseban Desa Beluk Desa Kebon Desa Wiro Desa Talang Kec Gantiwarno Desa Ngandong Kec Trucuk Desa Gaden Desa Planggu Kec Klaten Selatan  Desa Danuran  Kec Cawas Desa Bawak Desa Plosowangi Desa Bogor Desa Cawas Desa Mlese Kec Karangnongko  Desa Desa Jetis Kec Jogonalan Desa Prawatan  Kec Wedi  Desa Pacing Desa Melikan,KLATEN,JAWA TENGAH,Dokumentasi,"●Hujan dengan intensitas sedang hingga lebat disertai angin mengakibatkan Pohon tumbang, Banjir, Tanah Longsor dan bangunan roboh",,,,14,,0
4788,7305 105 2023 02 015 1,7305,2/15/2023,CUACA EKSTREM,KEC Galesong Utara DESA Bontosunggu KEC Galesong Selatan DESA Popo DESA Sawakong KEC Galesong DESA Bontokanang DESA Bontoparang KEC Mangarabombang DESA Junggea DESA Kampung Beru,TAKALAR,SULAWESI SELATAN,Dokumentasi,Cuaca Ekstrim,,,,58,,0
4789,3312 101 2023 02 015 1,3312,2/15/2023,BANJIR,Kec. Wonogiri Kel. Giripurwo Kel. Giritirto,WONOGIRI,JAWA TENGAH,Dokumentasi,●Peningkatan debit air Sungai Bengawan dan Luapan drainase permukiman.,,,,0,48,0
4790,8106 101 2023 02 015 1,8106,2/15/2023,BANJIR,Kec. Huamual Ds. Desa Lokki,SERAM BAGIAN BARAT,MALUKU,Dokumentasi,●hujan terjadi dengan intensitas sedang hingga lebat membuat sebagian masyarakat terdampak banjir,,,,0,20,0
4791,9112 105 2023 02 015 1,9212,2/15/2023,CUACA EKSTREM,Distrik. Sururey Distrik. Taige Distrik. Anggi,PEGUNUNGAN ARFAK,PAPUA BARAT,Dokumentasi,●Telah terjadi cuaca ekstrim yang menyebabkan  rumah yang rusak akibat atapnya tertiup angin dan juga tertimpa pohon yang tumbang,,,,33,,1
4792,3404 102 2023 02 015 1,3404,2/15/2023,TANAH LONGSOR,KEC Prambanan KEC Minggir DESA Wukirharjo DESA Sumberharjo Gayamharjo DESA Sendangmulyo DUSUN Losari 1 DUSUN Dayakan  DUSUN Pulerejo DUSUN Kalinongko kidul DUSUN Umbulsari A DUSUN Mergan,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,8,,0
4793,3323 105 2023 02 015 1,3323,2/15/2023,CUACA EKSTREM,Kec. Parakan Desa Sunggingsar,TEMANGGUNG,JAWA TENGAH,Dokumentasi,●Hujan dengan intensitas yang cukup tinggi di sertai angin kencang,,,,0,,0
4794,3319 101 2023 02 015 1,3319,2/15/2023,BANJIR,Kec. Bae Ds. Ngembalrejo Ds. Dersalam Kec. Mejobo Ds. Golantepus Ds. Kesambi Kec. Jati Ds. Ngembal KUlon Kec. Kaliwungu Ds. Mijen Ds. Kaliwungu Ds. Prambatan Lor Ds. Karangampel,KUDUS,JAWA TENGAH,Dokumentasi,●Sumbatan sampah/material di aliran sungai ●Tanggul/talud jebol.,,,,1,,0
4795,5307 101 2023 02 014 1,5307,2/14/2023,BANJIR,Kec. Waiblama,SIKKA,NUSA TENGGARA TIMUR,Dokumentasi,Banjir dipicu akibat intensitas curah hujan yang lebat sejak pukul 14.00 – 17.00 wita hingga mengakibatkan beberapa anak kali meluap di wilayah itu. BPBD Kab. Sikka melaporkan bahwa 3 orang meninggal akibat terseret arus banjir saat dari kebun hendak kembali ke rumah.,3,,,0,,0
4796,7505 101 2023 02 014 1,7505,2/14/2023,BANJIR,Kec. Biau Ds. Omuto Ds. Bualo Ds. Didingga Kec. Monano Ds. Tolitehuyu Kec. Sumalata Ds. Mebongo Ds. Bulontino,GORONTALO UTARA,GORONTALO,Dokumentasi,"●Dipicu hujan dengan intensitas tinggi yang berangsur lama sehingga menyebabkan banjir pada hari Selasa, 14 Februari 2023, Pkl. 19:10 WITA",,,,154,,0
4797,6304 105 2023 02 014 1,6304,2/14/2023,CUACA EKSTREM,"Kecamatan Mandastana,",BARITO KUALA,KALIMANTAN SELATAN,Dokumentasi,,,,,14,,0
4798,5204 101 2023 02 014 1,5204,2/14/2023,BANJIR,Alas,SUMBAWA,NUSA TENGGARA BARAT,Dokumentasi,,,,,0,,0
4799,3207 105 2023 02 014 1,3207,2/14/2023,CUACA EKSTREM,"Kec. Purwadadi, Kec. Pamarican, Kec. Cikoneng",CIAMIS,JAWA BARAT,Dokumentasi,,,,,7,,0
4800,3313 102 2023 02 014 1,3313,2/14/2023,TANAH LONGSOR,Kec. Ngargoyoso Desa Girimulyo Des aNgargoyoso Desa. Berjo Desa. Segorogunung  Kec Tawangmangu  Desa Tenglik Desa Sepanjang Desa Nglebak Desa Gondosuli,KARANGANYAR,JAWA TENGAH,Dokumentasi,"●Dipicu hujan dengan Intensitas Lebat dengan Topografi curam, Sistem drainase buruk, talud kritis",,,,14,,0
4801,3403 102 2023 02 014 1,3403,2/14/2023,TANAH LONGSOR,KEC Gedangsari KEC Girisubo KEC Ponjong KEC Semin KEC Patuk KEC Tanjungsari DESA Hargomulyo DESA Pucung DESA Tambakromo DESA Candirejo Beji DESA Sawahan DESA Kemadang DESA Ngalang DESA Sampang DUSUN Suruh DUSUN Karangtengah DUSUN Garon DUSUN Blembem DUSUN Beji DUSUN Sawur DUSUN  Jatisari DUSUN Watubelah DUSUN Sengonkerep DUSUN MagirejoDUSUN Sawur DUSUN Mangli,GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,3,,0
4802,3471 105 2023 02 014 1,3471,2/14/2023,CUACA EKSTREM,KEC Ngampilan DESA Ngampilan DUSUN Mertolulutan,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,1,,0
4803,3322 102 2023 02 014 1,3322,2/14/2023,TANAH LONGSOR,,SEMARANG,JAWA TENGAH,Dokumentasi,,,,,1,,0
